client_id,variation,variation_clean,is_test
4895382,control,control,False
2256857,test,test,True
4210655,test,test,True
7170515,control,control,False
2195277,test,test,True
2058776,test,test,True
6018767,test,test,True
2325282,control,control,False
2224552,control,control,False
8082631,test,test,True
1209410,control,control,False
7388571,control,control,False
7183284,control,control,False
4796690,test,test,True
2698849,control,control,False
9207914,test,test,True
791775,test,test,True
193835,control,control,False
5544739,control,control,False
6372964,control,control,False
7619691,control,control,False
898036,test,test,True
2031853,test,test,True
4889644,test,test,True
8619261,control,control,False
6356072,control,control,False
1115147,test,test,True
3864344,test,test,True
9564062,test,test,True
8984851,control,control,False
370200,test,test,True
9013527,test,test,True
3543954,test,test,True
4030233,test,test,True
1250068,control,control,False
3570973,control,control,False
644625,test,test,True
7168003,test,test,True
7789902,control,control,False
4888228,control,control,False
9697625,control,control,False
7131057,test,test,True
1976268,control,control,False
7843655,control,control,False
1676036,control,control,False
4358124,control,control,False
672407,control,control,False
8629780,test,test,True
7387734,control,control,False
473328,test,test,True
6248189,test,test,True
2105966,control,control,False
7616453,test,test,True
3810894,control,control,False
784015,control,control,False
5031199,control,control,False
4030266,test,test,True
4103512,control,control,False
752336,control,control,False
4158404,control,control,False
6995051,control,control,False
7255011,control,control,False
4122372,control,control,False
3706368,test,test,True
2653428,test,test,True
1839130,test,test,True
4522333,test,test,True
8715743,control,control,False
7582906,control,control,False
1617471,test,test,True
7114214,test,test,True
3440791,control,control,False
5900386,test,test,True
93127,control,control,False
8212840,test,test,True
2038365,control,control,False
4345309,test,test,True
9582515,test,test,True
8577484,test,test,True
1762647,test,test,True
8515299,control,control,False
7208557,test,test,True
6795578,control,control,False
6102190,test,test,True
1523399,test,test,True
8466350,test,test,True
7498309,control,control,False
1990964,control,control,False
9271462,test,test,True
9542161,test,test,True
8148869,control,control,False
5128877,test,test,True
3173760,control,control,False
237822,control,control,False
3714371,control,control,False
1068491,control,control,False
6708001,control,control,False
9103394,test,test,True
7875996,test,test,True
4488919,control,control,False
9052626,control,control,False
2412642,test,test,True
2282626,control,control,False
5395795,control,control,False
7512367,control,control,False
2379890,control,control,False
5410293,test,test,True
9944715,control,control,False
7550339,control,control,False
2709237,test,test,True
7478542,test,test,True
5163802,test,test,True
568086,control,control,False
7920313,control,control,False
9664478,control,control,False
9132649,test,test,True
5900728,test,test,True
779691,control,control,False
5508214,test,test,True
4559825,test,test,True
9235724,test,test,True
4048954,control,control,False
7812814,control,control,False
1304930,control,control,False
2515256,test,test,True
5152060,test,test,True
8752898,test,test,True
4974222,test,test,True
1927568,test,test,True
718721,test,test,True
7365988,test,test,True
4928864,test,test,True
3407269,control,control,False
4582201,control,control,False
8826014,test,test,True
7635887,test,test,True
16095,control,control,False
7654435,test,test,True
2519148,test,test,True
1138735,control,control,False
2186741,control,control,False
6711126,control,control,False
4522046,test,test,True
9542357,control,control,False
2541695,test,test,True
396523,control,control,False
8203352,control,control,False
2242768,control,control,False
6367571,test,test,True
1953048,test,test,True
3161378,control,control,False
455589,test,test,True
4881930,test,test,True
7098988,test,test,True
2176802,test,test,True
8336492,control,control,False
2126508,test,test,True
1555557,test,test,True
2091795,control,control,False
6800684,control,control,False
480272,test,test,True
35087,control,control,False
1679014,control,control,False
4539371,control,control,False
7936415,control,control,False
4260890,control,control,False
5775585,control,control,False
9718806,control,control,False
9014045,control,control,False
9730778,test,test,True
2402872,control,control,False
4339110,test,test,True
2434428,test,test,True
6049084,control,control,False
66160,test,test,True
9468476,test,test,True
9296843,test,test,True
3477535,control,control,False
9417304,test,test,True
2221950,control,control,False
363952,test,test,True
2169790,test,test,True
9726591,test,test,True
3353040,test,test,True
233312,test,test,True
3388144,control,control,False
4374222,test,test,True
3908093,control,control,False
8984450,control,control,False
4220565,test,test,True
8264467,test,test,True
574136,control,control,False
9292391,test,test,True
7119919,control,control,False
3130099,test,test,True
7984069,test,test,True
6097544,test,test,True
979778,test,test,True
8707005,test,test,True
6076607,test,test,True
5020123,test,test,True
1300694,test,test,True
8499329,control,control,False
3349040,test,test,True
5508268,control,control,False
5941144,test,test,True
8076343,control,control,False
3272462,test,test,True
750766,test,test,True
888682,control,control,False
6244133,test,test,True
3835303,test,test,True
9584266,control,control,False
8454778,test,test,True
9574316,control,control,False
4035366,control,control,False
4702003,control,control,False
3952364,control,control,False
1650896,test,test,True
138395,control,control,False
6692086,test,test,True
2489460,control,control,False
3960280,test,test,True
3574793,test,test,True
72221,control,control,False
1425785,test,test,True
3069378,control,control,False
9634085,control,control,False
4943650,test,test,True
148076,control,control,False
5494638,test,test,True
9550519,control,control,False
4058187,control,control,False
9815086,control,control,False
9549571,test,test,True
273721,test,test,True
5171446,test,test,True
7910014,control,control,False
3773516,control,control,False
3263636,test,test,True
2220546,test,test,True
5033521,control,control,False
4832297,test,test,True
3082507,control,control,False
1963938,test,test,True
2370747,test,test,True
2319496,test,test,True
4029048,control,control,False
1474213,control,control,False
9397189,control,control,False
2768437,test,test,True
2550100,control,control,False
7540446,test,test,True
2352141,test,test,True
9883336,test,test,True
3039602,test,test,True
6399488,test,test,True
7679440,test,test,True
6198022,control,control,False
5247830,control,control,False
4877364,test,test,True
9607187,test,test,True
3500630,control,control,False
7628536,control,control,False
5823627,control,control,False
6705487,test,test,True
6584442,control,control,False
9361103,control,control,False
6122432,control,control,False
6323047,control,control,False
7033412,test,test,True
520530,test,test,True
9048979,control,control,False
2634035,control,control,False
1076454,control,control,False
3954242,test,test,True
5581468,control,control,False
9166493,test,test,True
4528533,test,test,True
89693,test,test,True
2300994,control,control,False
285619,control,control,False
5811937,test,test,True
8883335,test,test,True
8314183,test,test,True
994090,test,test,True
2805504,control,control,False
8377586,test,test,True
3071700,test,test,True
6501568,test,test,True
850828,test,test,True
4758838,control,control,False
3829697,control,control,False
7024103,control,control,False
6172702,control,control,False
3370035,test,test,True
6667105,control,control,False
2478030,test,test,True
9623489,test,test,True
943794,test,test,True
7144491,test,test,True
8181803,test,test,True
3177871,test,test,True
3416877,control,control,False
2660120,control,control,False
2667550,test,test,True
9380808,control,control,False
4931650,control,control,False
3239977,test,test,True
7652076,test,test,True
8808033,test,test,True
9163259,control,control,False
4724224,test,test,True
3923641,test,test,True
2760923,test,test,True
2698101,test,test,True
8157893,control,control,False
9262828,control,control,False
1011263,control,control,False
8569160,control,control,False
8114712,test,test,True
9253156,test,test,True
8592056,test,test,True
6791845,test,test,True
3680890,control,control,False
1364356,control,control,False
7250450,control,control,False
4518527,test,test,True
6120307,control,control,False
5439077,control,control,False
9159526,control,control,False
538600,test,test,True
2006518,control,control,False
9719526,control,control,False
7875563,test,test,True
8984082,test,test,True
4870070,control,control,False
4325419,test,test,True
6293541,test,test,True
873963,control,control,False
3126841,control,control,False
8685018,control,control,False
689630,test,test,True
8670757,control,control,False
9079865,test,test,True
4879237,test,test,True
7733500,test,test,True
7714801,test,test,True
1683664,control,control,False
8213887,control,control,False
1153234,test,test,True
8196602,test,test,True
8102582,test,test,True
1812263,test,test,True
361306,control,control,False
9616872,control,control,False
114542,test,test,True
2685095,test,test,True
3433836,test,test,True
5085938,control,control,False
7054811,test,test,True
6587026,control,control,False
9147095,test,test,True
8097910,test,test,True
6313605,test,test,True
9484494,test,test,True
1640739,test,test,True
136978,test,test,True
6643372,test,test,True
4568327,control,control,False
7573293,control,control,False
7092079,test,test,True
5315297,test,test,True
3837550,test,test,True
2068954,control,control,False
9588333,control,control,False
5884191,test,test,True
2056656,test,test,True
6023415,test,test,True
9114360,test,test,True
1391630,control,control,False
5061610,test,test,True
1486850,control,control,False
3255508,test,test,True
5425529,test,test,True
5412691,test,test,True
332287,test,test,True
1326458,control,control,False
7490608,control,control,False
8517414,control,control,False
6133626,control,control,False
4015993,test,test,True
7745725,test,test,True
9077544,control,control,False
9045161,control,control,False
7372519,test,test,True
3571028,test,test,True
3123158,test,test,True
2769429,test,test,True
1549430,test,test,True
8337723,test,test,True
2692143,test,test,True
61650,test,test,True
7833990,test,test,True
1256390,test,test,True
1538557,control,control,False
1842548,control,control,False
2517465,test,test,True
6640236,test,test,True
7404909,test,test,True
1006456,control,control,False
2433851,control,control,False
7893738,test,test,True
8947417,test,test,True
7909733,control,control,False
5244179,control,control,False
6868984,control,control,False
4399935,control,control,False
9928220,test,test,True
9314624,test,test,True
7950766,test,test,True
2646824,control,control,False
588424,test,test,True
7103902,control,control,False
8235124,test,test,True
9489239,control,control,False
8974088,control,control,False
6608763,test,test,True
2899242,test,test,True
3174716,control,control,False
9073948,control,control,False
3855683,control,control,False
8360030,control,control,False
6310137,control,control,False
5744690,control,control,False
6965013,test,test,True
1367442,test,test,True
3493560,test,test,True
375504,test,test,True
6597238,test,test,True
1131700,control,control,False
5768114,test,test,True
9278844,test,test,True
6400280,control,control,False
9160960,control,control,False
8205983,test,test,True
6526572,control,control,False
7177216,test,test,True
2437348,test,test,True
5161244,control,control,False
4760156,control,control,False
7760221,control,control,False
9218276,test,test,True
4285382,control,control,False
3914712,test,test,True
3519710,control,control,False
1077656,control,control,False
2694432,test,test,True
7474982,control,control,False
7074517,control,control,False
5050473,control,control,False
2772323,test,test,True
7617417,control,control,False
391817,control,control,False
6088001,test,test,True
8598364,test,test,True
1051082,control,control,False
6312909,test,test,True
2778117,test,test,True
8642933,test,test,True
5812236,test,test,True
4990904,control,control,False
3366593,test,test,True
2145029,test,test,True
8536134,control,control,False
3317639,test,test,True
8535521,test,test,True
9166062,test,test,True
1339878,test,test,True
6299026,test,test,True
8736993,test,test,True
9445016,control,control,False
1377017,test,test,True
2628355,control,control,False
3097679,control,control,False
4124100,test,test,True
5629710,test,test,True
7551444,test,test,True
1988002,control,control,False
6115276,control,control,False
4442495,test,test,True
1217231,test,test,True
9797544,test,test,True
1828116,control,control,False
7140838,test,test,True
4165591,test,test,True
8403485,test,test,True
4454345,control,control,False
6727553,control,control,False
7093538,control,control,False
7174843,test,test,True
6009927,control,control,False
1394255,control,control,False
6992305,test,test,True
3789829,control,control,False
2479277,control,control,False
4871965,control,control,False
5817789,control,control,False
4399643,test,test,True
7401312,test,test,True
8081536,test,test,True
5421524,test,test,True
2721873,test,test,True
3784531,test,test,True
1384555,control,control,False
4681803,control,control,False
5893876,test,test,True
4843711,test,test,True
9985298,test,test,True
6474741,control,control,False
842397,test,test,True
3797296,test,test,True
4560132,control,control,False
3468586,test,test,True
2232833,test,test,True
6717584,test,test,True
6149311,control,control,False
9753307,control,control,False
8107088,test,test,True
3265866,control,control,False
6500076,test,test,True
1851383,test,test,True
7741639,control,control,False
4254249,test,test,True
6991815,control,control,False
3017509,control,control,False
7302980,test,test,True
5761113,test,test,True
1963440,control,control,False
2240811,test,test,True
5999506,control,control,False
1470622,test,test,True
2061668,control,control,False
6997046,test,test,True
5976113,test,test,True
5308678,control,control,False
4150493,control,control,False
9517536,control,control,False
2113100,test,test,True
6948012,test,test,True
2274696,control,control,False
7429692,control,control,False
8317305,test,test,True
7767586,test,test,True
1013029,test,test,True
9004347,control,control,False
6698031,test,test,True
4330533,control,control,False
3635906,control,control,False
7864698,control,control,False
4219703,test,test,True
4444070,test,test,True
9964910,test,test,True
9651358,test,test,True
6493766,control,control,False
2988371,test,test,True
3497667,test,test,True
7339107,test,test,True
664154,test,test,True
8351676,control,control,False
9173661,test,test,True
4851986,control,control,False
3605451,test,test,True
2657386,control,control,False
6734507,control,control,False
2511499,test,test,True
8539397,control,control,False
6501135,test,test,True
6197648,test,test,True
546664,control,control,False
9855544,test,test,True
1329282,test,test,True
8574276,test,test,True
5120495,control,control,False
5916405,test,test,True
1262295,test,test,True
4848304,control,control,False
2290722,test,test,True
2566430,control,control,False
8679798,test,test,True
4925079,test,test,True
8544228,control,control,False
8814439,test,test,True
8416791,test,test,True
1457497,test,test,True
2649126,control,control,False
771782,test,test,True
1118699,test,test,True
5139771,test,test,True
7131560,test,test,True
4069169,test,test,True
8565313,test,test,True
1191060,test,test,True
202371,test,test,True
3021430,test,test,True
3893928,test,test,True
4891782,control,control,False
2626187,test,test,True
113597,test,test,True
2259039,test,test,True
6219097,control,control,False
2217976,test,test,True
4197171,control,control,False
8531881,test,test,True
5631954,control,control,False
1210533,test,test,True
5219381,test,test,True
1143145,test,test,True
7330117,control,control,False
52309,test,test,True
9978958,test,test,True
2594508,test,test,True
5086559,control,control,False
1493662,control,control,False
4142199,test,test,True
7964421,test,test,True
8384531,control,control,False
654835,control,control,False
8832236,test,test,True
4061104,test,test,True
2203560,control,control,False
9268382,control,control,False
275210,test,test,True
663690,test,test,True
2293999,control,control,False
1357971,control,control,False
156945,control,control,False
3553394,control,control,False
5732937,test,test,True
6713641,control,control,False
305572,control,control,False
9635331,control,control,False
9519014,test,test,True
6620418,test,test,True
6652996,control,control,False
6884826,control,control,False
2226478,control,control,False
4209639,test,test,True
6518414,control,control,False
494576,test,test,True
2313651,test,test,True
8390524,control,control,False
2319061,test,test,True
8734655,test,test,True
5124527,test,test,True
6413226,test,test,True
3886087,test,test,True
3568302,test,test,True
3452580,test,test,True
4366198,test,test,True
1132034,test,test,True
1406631,control,control,False
9557333,control,control,False
1733552,control,control,False
1659172,test,test,True
6238531,control,control,False
6583420,control,control,False
1999950,test,test,True
8227952,test,test,True
3664748,control,control,False
2785387,control,control,False
3102998,test,test,True
2730316,control,control,False
2740441,control,control,False
2537139,control,control,False
8535768,test,test,True
266315,test,test,True
9082728,test,test,True
6886577,test,test,True
9368220,test,test,True
7521632,test,test,True
5144063,test,test,True
6623612,control,control,False
8782655,control,control,False
8897392,test,test,True
7137234,test,test,True
6422805,test,test,True
5127982,control,control,False
8841408,test,test,True
6637216,test,test,True
1829847,test,test,True
8341199,control,control,False
688969,control,control,False
519927,control,control,False
6833535,test,test,True
2013589,control,control,False
350524,test,test,True
6425263,control,control,False
4316328,test,test,True
8526245,control,control,False
1478871,test,test,True
7691372,test,test,True
985404,test,test,True
9973919,test,test,True
6374282,test,test,True
3240957,control,control,False
2197946,test,test,True
7019113,control,control,False
948823,control,control,False
6670822,control,control,False
125273,control,control,False
2308976,control,control,False
8754424,test,test,True
3233122,control,control,False
1044199,test,test,True
5436214,test,test,True
1146836,test,test,True
4211028,control,control,False
4094074,control,control,False
6508011,test,test,True
8968297,control,control,False
1232223,test,test,True
8110944,test,test,True
3968836,test,test,True
1084286,test,test,True
7529663,test,test,True
1945276,test,test,True
4389711,control,control,False
2968242,test,test,True
8615085,test,test,True
5923931,test,test,True
1621600,test,test,True
2551891,test,test,True
23276,control,control,False
5202033,test,test,True
5996903,test,test,True
600754,test,test,True
7107543,test,test,True
7005269,control,control,False
4812012,control,control,False
5099372,control,control,False
2813563,test,test,True
3492538,control,control,False
9516710,test,test,True
3928547,test,test,True
9803388,test,test,True
808084,test,test,True
9277380,test,test,True
248317,test,test,True
1989165,control,control,False
1466151,test,test,True
4755413,test,test,True
6490913,control,control,False
7042270,control,control,False
344960,control,control,False
2454173,control,control,False
7849272,control,control,False
3127574,test,test,True
6308806,control,control,False
9353814,control,control,False
4312279,test,test,True
6013539,test,test,True
5326530,control,control,False
9397910,control,control,False
3681183,test,test,True
9141735,control,control,False
3743953,test,test,True
9242550,test,test,True
7019589,test,test,True
372698,control,control,False
5431148,test,test,True
8525671,control,control,False
9631936,control,control,False
4995081,test,test,True
5342378,control,control,False
988635,test,test,True
6611712,control,control,False
5434913,test,test,True
9733107,control,control,False
7759469,test,test,True
6978265,control,control,False
7171199,control,control,False
6153555,test,test,True
7335101,control,control,False
2891163,control,control,False
7580314,control,control,False
6518049,test,test,True
5376723,control,control,False
59860,control,control,False
1960597,test,test,True
9546908,test,test,True
2212962,test,test,True
751833,control,control,False
6352249,control,control,False
5494657,control,control,False
8928774,test,test,True
6437044,control,control,False
2836704,control,control,False
292768,control,control,False
8264976,test,test,True
4993368,control,control,False
5819141,control,control,False
268415,test,test,True
3104701,control,control,False
4900129,control,control,False
9126175,test,test,True
3190600,control,control,False
2634263,test,test,True
1240744,test,test,True
7084556,test,test,True
2732545,test,test,True
3658118,control,control,False
3495911,test,test,True
7853443,test,test,True
1431817,control,control,False
8861406,test,test,True
277068,test,test,True
3185322,control,control,False
985481,control,control,False
2204440,test,test,True
7362110,control,control,False
4412599,control,control,False
9272592,control,control,False
3726482,control,control,False
7565697,test,test,True
5157019,test,test,True
7829080,test,test,True
1412125,control,control,False
1529671,test,test,True
7255317,test,test,True
342684,control,control,False
4440197,test,test,True
9785209,test,test,True
6436120,test,test,True
5927926,control,control,False
2016678,test,test,True
6296471,test,test,True
4900955,test,test,True
2485231,control,control,False
5713299,test,test,True
214594,control,control,False
8705152,test,test,True
846205,test,test,True
6545023,test,test,True
5618896,test,test,True
867018,test,test,True
258829,control,control,False
5298248,control,control,False
4266619,test,test,True
4662897,test,test,True
5139624,test,test,True
1537702,test,test,True
2439771,control,control,False
6798836,control,control,False
9845705,test,test,True
3169281,control,control,False
3629140,control,control,False
9480124,control,control,False
1601236,test,test,True
9864385,control,control,False
8841544,test,test,True
8354188,test,test,True
6008901,test,test,True
3206719,control,control,False
2200120,control,control,False
2488155,control,control,False
5206621,test,test,True
2214260,control,control,False
836428,control,control,False
1655754,test,test,True
2390810,test,test,True
7403333,test,test,True
6199973,control,control,False
8803514,test,test,True
6378155,test,test,True
2418775,test,test,True
1243160,test,test,True
1366281,control,control,False
5613599,test,test,True
658163,control,control,False
5257748,test,test,True
6652948,control,control,False
7885704,test,test,True
3865233,control,control,False
7667625,test,test,True
8016176,test,test,True
608014,control,control,False
4753030,test,test,True
5810662,control,control,False
2594883,test,test,True
79679,control,control,False
6745024,test,test,True
650109,control,control,False
6840065,test,test,True
8020096,test,test,True
4691855,test,test,True
4796258,control,control,False
1672891,control,control,False
7961209,control,control,False
4700323,test,test,True
4273312,control,control,False
3463938,control,control,False
8438572,control,control,False
7768424,test,test,True
2835689,test,test,True
2970524,test,test,True
268908,control,control,False
5076263,test,test,True
5723200,control,control,False
6061814,control,control,False
4481489,test,test,True
8619982,control,control,False
803476,control,control,False
9888844,test,test,True
948941,control,control,False
8159854,control,control,False
2291989,test,test,True
2328158,control,control,False
8432888,control,control,False
9246286,test,test,True
493608,test,test,True
9967744,control,control,False
1066044,test,test,True
2563727,control,control,False
7464120,test,test,True
3149820,control,control,False
3249076,control,control,False
574898,test,test,True
3450553,control,control,False
8312319,test,test,True
4628890,control,control,False
7443147,control,control,False
8661139,control,control,False
2344028,control,control,False
6361486,test,test,True
8444884,test,test,True
5599870,test,test,True
5251671,control,control,False
8999959,control,control,False
7086102,test,test,True
2263743,test,test,True
1544817,test,test,True
1848821,control,control,False
3965955,control,control,False
2186943,test,test,True
7768954,test,test,True
4326386,control,control,False
8857044,control,control,False
650022,test,test,True
9467449,test,test,True
7819786,test,test,True
4465005,control,control,False
3602591,control,control,False
1902079,test,test,True
7264575,test,test,True
8378623,test,test,True
3682246,test,test,True
8531945,test,test,True
8987005,test,test,True
9370587,test,test,True
5429994,control,control,False
3877680,control,control,False
1861239,test,test,True
7409536,test,test,True
4630395,control,control,False
6325520,control,control,False
207387,test,test,True
5243725,test,test,True
3210992,test,test,True
4644757,test,test,True
5084229,control,control,False
3002873,control,control,False
7128894,control,control,False
3344729,test,test,True
2498729,control,control,False
1092660,control,control,False
309009,test,test,True
109413,control,control,False
2695351,test,test,True
6148387,test,test,True
3603652,test,test,True
7160870,control,control,False
391167,test,test,True
3306367,control,control,False
648763,control,control,False
3125489,control,control,False
1015574,test,test,True
6090963,test,test,True
2095043,control,control,False
6867447,control,control,False
4316529,test,test,True
9507433,control,control,False
9872848,control,control,False
8243871,control,control,False
6312898,test,test,True
4402639,test,test,True
4803289,control,control,False
1192815,control,control,False
5854788,control,control,False
2586304,control,control,False
7068614,control,control,False
4477456,control,control,False
1504166,control,control,False
5310152,control,control,False
4547422,control,control,False
886616,test,test,True
7657707,control,control,False
6675312,test,test,True
6627468,control,control,False
4837653,test,test,True
7205145,test,test,True
9858493,control,control,False
5876311,test,test,True
7564346,control,control,False
9310498,control,control,False
8268739,test,test,True
7405035,control,control,False
8812865,control,control,False
9925000,test,test,True
3503591,test,test,True
9080198,test,test,True
3696592,control,control,False
2270844,control,control,False
9456594,control,control,False
9147228,control,control,False
2881753,control,control,False
7332483,test,test,True
5160270,test,test,True
7319328,control,control,False
9319758,test,test,True
8780660,test,test,True
7306750,control,control,False
1792992,test,test,True
4189206,control,control,False
194686,control,control,False
7440286,test,test,True
6901276,test,test,True
1911384,test,test,True
1772712,test,test,True
3672168,test,test,True
493083,control,control,False
5949254,control,control,False
7460136,control,control,False
8872308,test,test,True
4617343,control,control,False
5027770,test,test,True
9917249,test,test,True
135917,test,test,True
8064081,control,control,False
9216032,test,test,True
6097938,control,control,False
7974545,control,control,False
8820443,control,control,False
2955506,control,control,False
9201661,test,test,True
5588796,control,control,False
525448,test,test,True
4630987,test,test,True
9205510,test,test,True
4482418,test,test,True
274798,control,control,False
8386668,control,control,False
4772911,test,test,True
9995400,control,control,False
4142755,test,test,True
5825556,test,test,True
6747667,test,test,True
1960844,control,control,False
3567859,test,test,True
1851755,control,control,False
6319777,test,test,True
5385682,test,test,True
2820006,test,test,True
5596165,test,test,True
1572093,control,control,False
5468075,test,test,True
9518543,control,control,False
1651096,test,test,True
2435494,control,control,False
3937985,test,test,True
4359943,control,control,False
4684324,control,control,False
2681891,control,control,False
4871666,test,test,True
1879536,test,test,True
1821665,control,control,False
6132220,control,control,False
199386,test,test,True
7592638,test,test,True
2717283,test,test,True
6648294,control,control,False
429957,control,control,False
1825436,test,test,True
6645565,test,test,True
3644304,control,control,False
2013566,control,control,False
8449611,control,control,False
5632085,control,control,False
953722,control,control,False
7861081,control,control,False
9168022,test,test,True
1604907,control,control,False
903191,control,control,False
2672446,test,test,True
50053,test,test,True
6631446,test,test,True
5849813,test,test,True
8071131,control,control,False
8436848,control,control,False
1367035,test,test,True
417642,control,control,False
8916656,test,test,True
3568441,control,control,False
2870699,test,test,True
1956823,control,control,False
9483870,test,test,True
80126,test,test,True
440328,test,test,True
2530870,test,test,True
7405321,test,test,True
3275704,test,test,True
1090208,test,test,True
3833983,test,test,True
6448014,control,control,False
6753156,test,test,True
1025369,control,control,False
3143271,test,test,True
9953363,test,test,True
2014514,control,control,False
2634727,control,control,False
629259,control,control,False
5250186,control,control,False
5417393,control,control,False
4906459,control,control,False
269751,test,test,True
5713590,test,test,True
6999674,control,control,False
6091298,test,test,True
313591,test,test,True
4027346,test,test,True
9365765,test,test,True
5901964,control,control,False
4839015,control,control,False
5907969,control,control,False
4009335,test,test,True
1887329,control,control,False
2365737,test,test,True
7029071,control,control,False
878675,control,control,False
9647384,control,control,False
3977654,control,control,False
8680937,test,test,True
3994533,control,control,False
509544,control,control,False
2936563,test,test,True
2525521,control,control,False
5090382,control,control,False
5233962,test,test,True
3099452,test,test,True
4814613,control,control,False
1255626,control,control,False
1166575,test,test,True
9807800,control,control,False
5974893,test,test,True
7400219,control,control,False
9219212,test,test,True
6191242,test,test,True
7217265,control,control,False
9209531,test,test,True
6986759,test,test,True
8003993,control,control,False
5900557,control,control,False
7197227,control,control,False
4734537,test,test,True
8919237,control,control,False
4515949,test,test,True
5298822,control,control,False
7351660,control,control,False
4083986,test,test,True
8319955,control,control,False
7294785,control,control,False
8763977,control,control,False
8281643,test,test,True
4494220,test,test,True
3254765,control,control,False
3762172,control,control,False
2503742,test,test,True
3677469,control,control,False
8720702,test,test,True
744365,control,control,False
211694,test,test,True
6316427,test,test,True
2824256,control,control,False
9620458,test,test,True
938227,test,test,True
3527757,test,test,True
114459,control,control,False
960388,control,control,False
2025859,test,test,True
916366,test,test,True
4219309,control,control,False
8743848,control,control,False
5378149,control,control,False
369940,test,test,True
7370972,test,test,True
7761667,control,control,False
1936570,test,test,True
3676830,control,control,False
5078603,control,control,False
6634404,test,test,True
1728517,test,test,True
6093698,control,control,False
4421155,test,test,True
8365468,control,control,False
5608551,test,test,True
4042433,control,control,False
4537923,test,test,True
1106203,test,test,True
2686544,control,control,False
4321297,control,control,False
8860154,control,control,False
203797,test,test,True
2691102,control,control,False
6103153,control,control,False
2846232,test,test,True
6171366,control,control,False
7673436,test,test,True
7774372,test,test,True
1047671,test,test,True
6695350,test,test,True
4598217,control,control,False
4858186,test,test,True
4717657,control,control,False
9902742,control,control,False
5287546,control,control,False
7729535,test,test,True
4126206,test,test,True
6256172,control,control,False
711827,control,control,False
7726525,test,test,True
1284972,control,control,False
5563800,test,test,True
5035892,control,control,False
1786699,control,control,False
2030016,control,control,False
7985857,control,control,False
8638273,control,control,False
8078763,test,test,True
7342600,test,test,True
1138371,test,test,True
4366496,test,test,True
2273671,test,test,True
5430137,control,control,False
3082752,test,test,True
4907055,test,test,True
3542792,test,test,True
1456421,control,control,False
6235867,test,test,True
1329405,test,test,True
7994671,control,control,False
8386504,test,test,True
4998418,control,control,False
460269,test,test,True
312199,test,test,True
647081,test,test,True
4252909,control,control,False
9224876,control,control,False
1279165,test,test,True
2458866,test,test,True
3342070,test,test,True
7982728,test,test,True
7994740,test,test,True
1093152,control,control,False
2890412,control,control,False
1986076,test,test,True
3161669,test,test,True
1128925,control,control,False
614475,test,test,True
6202486,test,test,True
9678419,test,test,True
5377104,test,test,True
2877692,test,test,True
3332551,test,test,True
9639923,control,control,False
3466317,control,control,False
1844826,control,control,False
4422146,control,control,False
7465124,test,test,True
1193217,control,control,False
206428,test,test,True
3638154,test,test,True
3995477,control,control,False
5597360,control,control,False
6143642,test,test,True
906029,control,control,False
805960,test,test,True
8456202,control,control,False
9990056,test,test,True
927541,test,test,True
5574306,test,test,True
4286848,control,control,False
9344585,test,test,True
3495737,test,test,True
8223810,test,test,True
6399633,control,control,False
3449824,control,control,False
5478068,control,control,False
5621982,control,control,False
1615709,control,control,False
6993828,control,control,False
6948185,control,control,False
4442607,control,control,False
6435592,test,test,True
7646071,test,test,True
8470681,control,control,False
7312748,test,test,True
2859064,control,control,False
6999169,test,test,True
7187992,control,control,False
2175999,test,test,True
2519119,test,test,True
2897189,test,test,True
7443644,test,test,True
3598019,control,control,False
5829248,control,control,False
9304931,control,control,False
1071253,test,test,True
8007566,test,test,True
4359348,test,test,True
89257,test,test,True
7688784,control,control,False
7013037,control,control,False
2923048,test,test,True
3816563,test,test,True
8509526,control,control,False
391821,test,test,True
8184463,control,control,False
2782026,test,test,True
9590571,test,test,True
7381328,test,test,True
7489127,control,control,False
5685942,control,control,False
7123109,control,control,False
2963856,test,test,True
9048437,test,test,True
747601,test,test,True
9745786,control,control,False
829482,test,test,True
9671577,test,test,True
5764510,control,control,False
5570237,control,control,False
8299423,control,control,False
3520813,test,test,True
9794955,test,test,True
5322577,control,control,False
9228149,control,control,False
3368481,test,test,True
3317840,test,test,True
7958761,test,test,True
2609315,test,test,True
849561,control,control,False
8671015,control,control,False
6279335,test,test,True
473638,test,test,True
1265178,test,test,True
9025414,test,test,True
4881458,control,control,False
9142978,control,control,False
1511326,control,control,False
6743650,control,control,False
6267683,control,control,False
1963382,control,control,False
2201574,test,test,True
4602203,test,test,True
1658941,control,control,False
3135404,test,test,True
6084682,control,control,False
3314111,test,test,True
9953790,test,test,True
993253,test,test,True
1409376,control,control,False
5822478,control,control,False
8905961,control,control,False
9249867,control,control,False
2935462,test,test,True
7123998,control,control,False
263217,control,control,False
4444417,test,test,True
2972967,test,test,True
372139,test,test,True
9880785,test,test,True
4738519,test,test,True
2376344,test,test,True
1809691,test,test,True
7122738,test,test,True
7579546,control,control,False
2737884,test,test,True
6457443,test,test,True
5391781,test,test,True
7672898,test,test,True
351533,control,control,False
3677950,test,test,True
6366145,test,test,True
6012172,test,test,True
3974131,test,test,True
2522173,test,test,True
922639,test,test,True
7451070,test,test,True
2863255,control,control,False
126758,test,test,True
4631740,test,test,True
4934053,control,control,False
2114773,test,test,True
