client_id,variation,variation_clean,is_test
4765294,test,test,True
5929119,test,test,True
1593003,test,test,True
7941869,control,control,False
5760819,test,test,True
7885624,control,control,False
5511919,test,test,True
6317729,test,test,True
6546707,control,control,False
5342968,test,test,True
4898021,test,test,True
6904520,control,control,False
6934490,test,test,True
6608434,test,test,True
3715582,test,test,True
3587187,control,control,False
3377761,test,test,True
8810939,test,test,True
6349899,control,control,False
9871504,control,control,False
5628857,control,control,False
4744174,control,control,False
8995363,control,control,False
8627363,test,test,True
8785403,test,test,True
4084839,test,test,True
5676836,control,control,False
7582801,control,control,False
4348722,test,test,True
6891129,control,control,False
5354683,control,control,False
9335897,control,control,False
4968621,test,test,True
8274863,control,control,False
430101,test,test,True
8863877,control,control,False
5113694,control,control,False
3434377,test,test,True
8162191,control,control,False
1479365,test,test,True
7615245,control,control,False
6340232,test,test,True
7575842,control,control,False
1730954,control,control,False
459610,control,control,False
7357086,test,test,True
7030246,test,test,True
9478169,test,test,True
7459283,test,test,True
7431082,test,test,True
4175382,test,test,True
7919818,test,test,True
6799154,control,control,False
8757410,test,test,True
8619224,test,test,True
6179435,control,control,False
6619418,test,test,True
1196788,control,control,False
2224048,test,test,True
7950666,test,test,True
1874162,control,control,False
2045712,test,test,True
5943724,test,test,True
9304100,test,test,True
5986716,control,control,False
7244148,test,test,True
5579315,test,test,True
6677074,test,test,True
9423044,control,control,False
7628218,test,test,True
4474021,test,test,True
5388305,test,test,True
7080294,control,control,False
898595,test,test,True
8578196,test,test,True
9173716,control,control,False
8817620,control,control,False
1261198,test,test,True
3419830,control,control,False
5670970,test,test,True
3306516,test,test,True
1557014,control,control,False
8022611,test,test,True
4375551,control,control,False
9319959,control,control,False
6449704,test,test,True
7410749,test,test,True
422463,control,control,False
9531788,control,control,False
9585887,test,test,True
1965795,test,test,True
1946825,test,test,True
9108332,test,test,True
5387263,control,control,False
9648788,test,test,True
5868815,test,test,True
7203485,control,control,False
5597601,control,control,False
4104207,test,test,True
2792598,control,control,False
9629572,control,control,False
8190214,control,control,False
4711052,test,test,True
7367240,test,test,True
1033609,control,control,False
88723,control,control,False
7892646,test,test,True
5357196,test,test,True
6693817,test,test,True
3222141,control,control,False
6364973,control,control,False
7846983,test,test,True
7275047,control,control,False
7891627,control,control,False
9378466,test,test,True
3103730,control,control,False
2172278,test,test,True
7353110,test,test,True
9030466,test,test,True
380170,control,control,False
6832593,test,test,True
8089000,test,test,True
5244645,control,control,False
2423443,control,control,False
123311,test,test,True
7488361,test,test,True
6072009,test,test,True
114780,control,control,False
7752727,test,test,True
6161224,test,test,True
4165012,test,test,True
8657625,control,control,False
2345328,test,test,True
6601933,test,test,True
5504894,test,test,True
4423720,test,test,True
9890350,test,test,True
3331063,control,control,False
4375103,control,control,False
4254085,test,test,True
7139597,test,test,True
698686,test,test,True
6528621,control,control,False
7201546,test,test,True
2835071,test,test,True
8394478,test,test,True
4657959,test,test,True
2009302,control,control,False
4071184,control,control,False
1474823,control,control,False
6164570,test,test,True
4848446,test,test,True
9278443,control,control,False
1994826,control,control,False
9071992,control,control,False
6263283,control,control,False
4400495,control,control,False
8397188,test,test,True
6408904,control,control,False
5502432,control,control,False
4992489,control,control,False
4521968,test,test,True
4314788,control,control,False
9619098,control,control,False
8941411,control,control,False
4400980,test,test,True
6487245,test,test,True
2239313,test,test,True
9534366,test,test,True
8984872,test,test,True
8059613,control,control,False
6236140,control,control,False
2452066,control,control,False
68854,control,control,False
6390777,test,test,True
8366866,test,test,True
4068410,control,control,False
5233709,test,test,True
8975499,test,test,True
3333535,control,control,False
9509478,test,test,True
3859749,control,control,False
9309624,test,test,True
2234759,test,test,True
5055067,control,control,False
4138843,control,control,False
8154663,control,control,False
7760916,test,test,True
5410439,control,control,False
4171954,control,control,False
9705553,test,test,True
6860703,test,test,True
8823513,control,control,False
2086680,control,control,False
7803066,test,test,True
7245855,control,control,False
9894654,control,control,False
312131,test,test,True
2116546,test,test,True
3670242,test,test,True
1749003,control,control,False
3265970,control,control,False
3926863,control,control,False
8240400,control,control,False
4631825,control,control,False
2271391,test,test,True
5117999,test,test,True
4433730,test,test,True
532200,control,control,False
7812668,control,control,False
3464315,control,control,False
8412296,control,control,False
2053174,test,test,True
9811987,control,control,False
4050071,control,control,False
9218948,control,control,False
7865356,control,control,False
4806523,control,control,False
8420512,control,control,False
9825116,test,test,True
2080022,control,control,False
1296828,test,test,True
6458206,test,test,True
1496571,control,control,False
8658861,control,control,False
5119439,control,control,False
791007,control,control,False
5716357,control,control,False
5467923,test,test,True
4177659,control,control,False
8863103,control,control,False
9262413,control,control,False
5237672,control,control,False
6708869,test,test,True
1868660,control,control,False
5613244,control,control,False
8529875,test,test,True
8021976,control,control,False
3123092,test,test,True
9385360,control,control,False
7798262,control,control,False
5542581,test,test,True
3945400,control,control,False
6525151,test,test,True
5361922,test,test,True
6523623,test,test,True
2476272,control,control,False
3208099,control,control,False
1174611,test,test,True
2969219,test,test,True
242833,control,control,False
9950926,control,control,False
9734546,test,test,True
196635,test,test,True
3736958,control,control,False
6243230,test,test,True
9573327,control,control,False
7172171,test,test,True
6441229,control,control,False
7570937,control,control,False
2233220,test,test,True
7963456,control,control,False
5698149,control,control,False
9349375,test,test,True
5105821,test,test,True
8663940,test,test,True
3671964,control,control,False
6485845,test,test,True
4834586,test,test,True
5847341,test,test,True
3645123,test,test,True
5511884,control,control,False
8027167,control,control,False
5745785,test,test,True
5345406,control,control,False
5895754,test,test,True
6479957,test,test,True
9132085,test,test,True
359374,control,control,False
8013938,test,test,True
1520419,control,control,False
2715028,test,test,True
6111970,control,control,False
9990356,test,test,True
3376821,test,test,True
2110855,test,test,True
5884633,test,test,True
2205884,control,control,False
4530020,control,control,False
7330770,test,test,True
35476,test,test,True
3089893,test,test,True
6863141,test,test,True
6359829,test,test,True
5563811,control,control,False
68830,control,control,False
8690549,test,test,True
6764885,test,test,True
720470,control,control,False
4384504,test,test,True
871456,test,test,True
7196062,test,test,True
2958700,test,test,True
4289557,test,test,True
19832,control,control,False
5045408,test,test,True
8738505,control,control,False
6030984,test,test,True
9196113,test,test,True
5339816,control,control,False
8064855,test,test,True
708995,test,test,True
598976,test,test,True
4514267,test,test,True
1495569,control,control,False
1664737,control,control,False
6763418,control,control,False
6732101,control,control,False
7327040,test,test,True
1669101,control,control,False
5222418,control,control,False
6227535,control,control,False
3852830,control,control,False
7793123,test,test,True
6665985,test,test,True
3290069,test,test,True
9889907,control,control,False
8568751,control,control,False
8423921,test,test,True
8238658,control,control,False
9018405,control,control,False
1701884,test,test,True
6184997,test,test,True
1001135,control,control,False
7557120,control,control,False
2882324,test,test,True
757353,control,control,False
5932987,test,test,True
3715028,control,control,False
455278,control,control,False
4412837,control,control,False
1768518,control,control,False
2954672,test,test,True
5269385,control,control,False
2180281,test,test,True
4584200,control,control,False
3961862,control,control,False
4994001,control,control,False
8695095,test,test,True
7616559,test,test,True
1674278,test,test,True
1391264,test,test,True
8017510,test,test,True
4936704,test,test,True
5045588,test,test,True
7666677,test,test,True
73331,control,control,False
9704872,test,test,True
782609,test,test,True
9320265,control,control,False
4479167,test,test,True
1766845,control,control,False
5008538,test,test,True
2126911,test,test,True
2217799,test,test,True
661296,control,control,False
8368776,test,test,True
336203,control,control,False
5308702,test,test,True
7078739,test,test,True
8883994,control,control,False
9765226,test,test,True
1222944,test,test,True
4382877,test,test,True
7435708,test,test,True
1322248,control,control,False
5754579,test,test,True
6982295,test,test,True
9327267,test,test,True
1448725,test,test,True
2778415,control,control,False
4169017,test,test,True
3437594,test,test,True
7982693,test,test,True
429778,test,test,True
1976723,test,test,True
6922922,control,control,False
9088814,test,test,True
3383345,test,test,True
8012314,control,control,False
8142946,test,test,True
7902189,test,test,True
7019841,test,test,True
1311258,test,test,True
9405578,control,control,False
1538336,control,control,False
8268645,control,control,False
4786414,test,test,True
6515192,control,control,False
240560,test,test,True
7756202,control,control,False
7332628,control,control,False
1291867,test,test,True
758915,test,test,True
4343607,control,control,False
2084517,control,control,False
7592164,test,test,True
1904487,test,test,True
63377,control,control,False
8014474,control,control,False
9331460,test,test,True
9814812,test,test,True
2922633,control,control,False
3626121,control,control,False
1732770,control,control,False
6985677,test,test,True
9290514,test,test,True
3772025,test,test,True
7151522,test,test,True
7043743,test,test,True
8440000,test,test,True
5899425,control,control,False
826235,control,control,False
5188045,test,test,True
1235732,test,test,True
9267535,control,control,False
8126871,control,control,False
2681968,test,test,True
9006366,test,test,True
4753533,control,control,False
8376790,test,test,True
9221804,test,test,True
4888731,test,test,True
694911,control,control,False
2629614,test,test,True
3804647,control,control,False
847990,control,control,False
6593577,control,control,False
1211589,control,control,False
2221200,control,control,False
7251900,test,test,True
370238,test,test,True
1129766,control,control,False
9300749,test,test,True
6594076,control,control,False
2206697,control,control,False
8348041,control,control,False
6129099,test,test,True
7164484,control,control,False
3860871,control,control,False
2947302,control,control,False
147033,control,control,False
9806840,test,test,True
238874,control,control,False
7770587,test,test,True
2917410,control,control,False
5726651,control,control,False
2402747,control,control,False
6613014,test,test,True
1263756,test,test,True
5280291,test,test,True
4351270,control,control,False
2989013,control,control,False
3460882,test,test,True
7619838,control,control,False
5668922,control,control,False
3994437,control,control,False
2659237,control,control,False
2200641,control,control,False
4873357,test,test,True
5830049,test,test,True
9389525,test,test,True
9739905,test,test,True
7065655,test,test,True
6488366,test,test,True
8829608,control,control,False
2860895,test,test,True
1504801,control,control,False
7950795,control,control,False
6777821,control,control,False
7857352,test,test,True
7150043,control,control,False
9229328,control,control,False
4394686,test,test,True
805952,control,control,False
5403582,control,control,False
3983999,control,control,False
5440451,test,test,True
6915261,control,control,False
90324,test,test,True
3845541,control,control,False
7248895,test,test,True
8300568,test,test,True
110028,test,test,True
2380463,control,control,False
9761728,test,test,True
2437413,test,test,True
6705909,control,control,False
3719522,test,test,True
2052207,test,test,True
1830058,test,test,True
335080,control,control,False
4401713,test,test,True
8889682,control,control,False
6383840,control,control,False
2522628,control,control,False
4242638,control,control,False
9795683,control,control,False
6986643,test,test,True
8368455,test,test,True
7147550,test,test,True
234014,test,test,True
5152409,test,test,True
1086941,test,test,True
9378246,control,control,False
1879289,control,control,False
9433789,test,test,True
8261002,test,test,True
7665960,control,control,False
8786883,test,test,True
5249149,test,test,True
5679801,control,control,False
493186,control,control,False
1186200,control,control,False
3503142,test,test,True
8093151,control,control,False
7619402,test,test,True
3339110,control,control,False
1754059,test,test,True
6975231,test,test,True
7223732,test,test,True
4116837,test,test,True
3195151,control,control,False
9142677,control,control,False
1923181,control,control,False
4870927,test,test,True
4574839,test,test,True
6578585,control,control,False
3729817,test,test,True
3248417,test,test,True
7549476,control,control,False
2025041,test,test,True
5093029,test,test,True
7976343,test,test,True
1326292,test,test,True
6874427,test,test,True
5602361,test,test,True
2680464,control,control,False
7427806,test,test,True
3792899,control,control,False
794980,test,test,True
3631357,test,test,True
7966615,control,control,False
6651029,test,test,True
3429213,control,control,False
7209658,test,test,True
3109472,test,test,True
9501838,test,test,True
7125956,test,test,True
2190702,test,test,True
8835856,test,test,True
1418582,test,test,True
4122503,control,control,False
8178476,test,test,True
3263400,control,control,False
9631858,test,test,True
1149257,control,control,False
6511523,control,control,False
907457,control,control,False
9794708,control,control,False
8225502,control,control,False
3467432,control,control,False
5827596,control,control,False
1454975,control,control,False
7441620,test,test,True
9832892,control,control,False
8891242,test,test,True
2004994,test,test,True
69591,test,test,True
1795281,test,test,True
5180865,test,test,True
623607,test,test,True
3285202,control,control,False
3952018,test,test,True
5321496,control,control,False
877351,test,test,True
4048642,test,test,True
7962018,test,test,True
8936701,test,test,True
4829289,test,test,True
3836360,control,control,False
8778070,control,control,False
7249843,control,control,False
5251468,test,test,True
7358589,test,test,True
9366611,control,control,False
3362885,test,test,True
118966,test,test,True
7515443,test,test,True
2951968,test,test,True
4790729,test,test,True
4275148,test,test,True
4823114,test,test,True
4653071,test,test,True
902056,control,control,False
3771283,control,control,False
2995076,control,control,False
6105623,test,test,True
296314,test,test,True
7919218,test,test,True
820349,control,control,False
7834155,test,test,True
2492103,test,test,True
2281740,test,test,True
8990842,test,test,True
1688760,control,control,False
4306555,control,control,False
8180271,control,control,False
3845071,control,control,False
1783398,control,control,False
6737992,control,control,False
8352329,test,test,True
3325490,control,control,False
9986106,test,test,True
4749886,test,test,True
111477,control,control,False
7360903,control,control,False
1562697,test,test,True
4456021,control,control,False
2211014,control,control,False
9244940,test,test,True
1388684,control,control,False
7038636,test,test,True
2187998,test,test,True
6139779,test,test,True
2753830,test,test,True
3077224,test,test,True
3294063,control,control,False
4028896,control,control,False
6443591,test,test,True
2616515,control,control,False
3552115,control,control,False
6542287,test,test,True
9795972,test,test,True
4536566,control,control,False
9502403,test,test,True
5880647,test,test,True
2117618,test,test,True
8815206,control,control,False
2149410,test,test,True
4630439,test,test,True
8000406,control,control,False
4752728,test,test,True
5086721,test,test,True
607963,control,control,False
1969582,test,test,True
6451488,control,control,False
427628,test,test,True
6094813,test,test,True
6617331,control,control,False
2978551,control,control,False
7940431,control,control,False
1223703,control,control,False
7001501,test,test,True
9988775,control,control,False
1466972,test,test,True
8853515,control,control,False
2967451,test,test,True
9673235,test,test,True
9534462,control,control,False
6253564,control,control,False
8872815,control,control,False
3991922,control,control,False
627525,control,control,False
6783086,control,control,False
7877379,control,control,False
8843033,control,control,False
7668231,test,test,True
7061359,control,control,False
7095807,test,test,True
904409,test,test,True
5817288,test,test,True
7527462,control,control,False
7195400,test,test,True
8808323,test,test,True
38340,test,test,True
8082942,test,test,True
8272750,test,test,True
6625783,control,control,False
2069002,test,test,True
93480,test,test,True
2655032,test,test,True
4781902,control,control,False
325933,test,test,True
4295146,test,test,True
7619272,control,control,False
2492406,test,test,True
5257854,test,test,True
6196555,test,test,True
1407523,control,control,False
2386780,control,control,False
2683336,control,control,False
3508086,control,control,False
9889578,test,test,True
6860186,test,test,True
376559,control,control,False
8221811,test,test,True
1128575,test,test,True
4757477,test,test,True
7437226,test,test,True
2220030,test,test,True
8014998,control,control,False
822123,test,test,True
1455365,control,control,False
4031982,control,control,False
3751009,test,test,True
3168184,test,test,True
6583380,control,control,False
7018882,control,control,False
504667,test,test,True
9545144,test,test,True
2677902,test,test,True
8222302,control,control,False
9642367,control,control,False
5416331,test,test,True
873622,test,test,True
2024733,control,control,False
8864420,control,control,False
9129855,test,test,True
3910804,test,test,True
9285608,control,control,False
7689364,test,test,True
2595947,test,test,True
3925181,control,control,False
8841097,control,control,False
5647543,control,control,False
5164495,test,test,True
8343240,test,test,True
8639803,control,control,False
8739104,test,test,True
4999523,control,control,False
9245447,control,control,False
9758529,test,test,True
292370,control,control,False
8983872,control,control,False
9702626,control,control,False
7377214,control,control,False
8120073,control,control,False
4630710,control,control,False
1515355,test,test,True
3196381,control,control,False
1692418,test,test,True
54231,test,test,True
6696882,control,control,False
8824470,test,test,True
2708001,control,control,False
5961844,control,control,False
1622171,test,test,True
9740593,control,control,False
8465223,control,control,False
9610827,test,test,True
9048757,control,control,False
1298961,control,control,False
5636801,test,test,True
800712,control,control,False
3230421,control,control,False
5991538,test,test,True
8568486,control,control,False
3047758,test,test,True
7371185,control,control,False
377380,test,test,True
675111,test,test,True
1171024,test,test,True
6932901,test,test,True
5719719,control,control,False
6484309,control,control,False
5389894,control,control,False
1602111,test,test,True
2744648,test,test,True
5130256,control,control,False
9176551,test,test,True
6400888,control,control,False
7192750,control,control,False
8468373,control,control,False
1749068,control,control,False
6284050,control,control,False
4132556,test,test,True
2998708,test,test,True
5071488,control,control,False
5556885,control,control,False
4000721,test,test,True
1036271,test,test,True
3936034,control,control,False
4290007,test,test,True
7752766,control,control,False
1216598,control,control,False
4551917,test,test,True
144678,control,control,False
4284960,test,test,True
2873671,test,test,True
2277821,control,control,False
6239885,test,test,True
5580011,test,test,True
5417250,test,test,True
7736945,test,test,True
560360,control,control,False
4901840,test,test,True
1935217,test,test,True
4192640,test,test,True
3131159,control,control,False
5070113,test,test,True
1165290,control,control,False
2495175,test,test,True
2717723,control,control,False
4142051,test,test,True
4897526,test,test,True
723833,control,control,False
7963993,test,test,True
3725705,test,test,True
3686017,control,control,False
4098525,test,test,True
3441915,control,control,False
4575080,test,test,True
3993300,control,control,False
3364820,control,control,False
7489755,test,test,True
2457764,test,test,True
1565846,control,control,False
4509981,control,control,False
8212875,control,control,False
815724,test,test,True
4963607,test,test,True
5992613,control,control,False
7996595,control,control,False
6503295,control,control,False
6197220,control,control,False
6438911,test,test,True
7756489,control,control,False
2247265,test,test,True
8619538,test,test,True
6506090,control,control,False
7135517,test,test,True
6330960,control,control,False
3308225,test,test,True
6836496,test,test,True
5854054,test,test,True
2833457,test,test,True
8822717,test,test,True
1809578,control,control,False
5675982,control,control,False
8063374,control,control,False
3068965,test,test,True
695624,control,control,False
9937492,test,test,True
1674694,control,control,False
9920774,control,control,False
8311223,control,control,False
7074464,test,test,True
5959892,control,control,False
1919775,control,control,False
3271404,test,test,True
2592273,control,control,False
9441120,test,test,True
1072312,test,test,True
4429356,test,test,True
9961809,control,control,False
9454031,test,test,True
2810081,test,test,True
1962746,test,test,True
8335505,test,test,True
7571228,test,test,True
4665224,test,test,True
5680002,test,test,True
1731624,control,control,False
5155130,test,test,True
2049570,control,control,False
6322195,control,control,False
2941566,test,test,True
5645822,test,test,True
124572,control,control,False
3119303,control,control,False
186857,test,test,True
3674412,control,control,False
6957942,test,test,True
272934,control,control,False
770810,control,control,False
9850294,control,control,False
5961620,test,test,True
7980063,test,test,True
9753276,test,test,True
6718212,test,test,True
9630732,test,test,True
1312532,test,test,True
8731665,control,control,False
1763424,test,test,True
6279904,test,test,True
7654114,control,control,False
1931619,test,test,True
2625271,control,control,False
7322871,test,test,True
1991360,test,test,True
2204322,test,test,True
3876293,test,test,True
3620458,test,test,True
3302779,control,control,False
3835769,test,test,True
1481056,test,test,True
4071423,control,control,False
835607,control,control,False
1414915,test,test,True
7626648,control,control,False
8209092,test,test,True
6696565,control,control,False
3434665,test,test,True
4267969,control,control,False
7334784,test,test,True
3797600,control,control,False
947529,control,control,False
9343590,test,test,True
3193307,control,control,False
2431873,test,test,True
5910294,test,test,True
9701087,test,test,True
9483133,test,test,True
4056834,test,test,True
71296,control,control,False
737881,test,test,True
9112083,control,control,False
3916659,control,control,False
5523503,control,control,False
8007865,control,control,False
5363768,test,test,True
9912025,control,control,False
1083547,control,control,False
2198173,control,control,False
761315,test,test,True
1897580,test,test,True
699013,test,test,True
769431,test,test,True
1101969,control,control,False
2345159,control,control,False
3596285,test,test,True
2583622,test,test,True
4551179,control,control,False
5830093,control,control,False
9906955,control,control,False
9157464,test,test,True
7352536,test,test,True
8521849,test,test,True
8321659,test,test,True
7267625,test,test,True
6683397,test,test,True
5741247,test,test,True
9112416,test,test,True
3696772,control,control,False
584718,control,control,False
5823990,control,control,False
6045950,test,test,True
8284480,test,test,True
6199232,test,test,True
2945260,control,control,False
3911895,test,test,True
8815612,control,control,False
2447571,test,test,True
1909658,control,control,False
9898407,control,control,False
2761917,control,control,False
5178889,control,control,False
58589,control,control,False
4700269,control,control,False
4061978,control,control,False
5276671,control,control,False
2130164,control,control,False
4847886,control,control,False
4235212,control,control,False
3499592,control,control,False
5056707,control,control,False
4473931,control,control,False
5794865,control,control,False
7342212,test,test,True
8127091,control,control,False
6686840,test,test,True
8035152,control,control,False
9879325,test,test,True
2907112,control,control,False
6896687,control,control,False
4490987,test,test,True
7156458,control,control,False
9987449,test,test,True
3583461,test,test,True
3486139,test,test,True
2473281,control,control,False
3600404,control,control,False
2514143,control,control,False
5574005,control,control,False
4457078,test,test,True
3094709,test,test,True
3900372,test,test,True
2866503,control,control,False
4601536,control,control,False
5650179,control,control,False
2037206,test,test,True
6278306,control,control,False
3364777,test,test,True
8259142,control,control,False
5087893,test,test,True
283338,control,control,False
3912665,test,test,True
1022220,control,control,False
7473284,control,control,False
6397357,test,test,True
3128288,test,test,True
4586360,test,test,True
1431047,test,test,True
2735247,control,control,False
7325190,control,control,False
7887460,test,test,True
7096671,control,control,False
5133321,control,control,False
1038164,test,test,True
5160147,control,control,False
7706200,control,control,False
8911874,test,test,True
5112102,test,test,True
7939771,test,test,True
526419,test,test,True
3694112,test,test,True
7944056,test,test,True
5624653,test,test,True
1997443,control,control,False
6639480,control,control,False
4537483,test,test,True
8536810,test,test,True
3002288,control,control,False
5002974,control,control,False
9037718,test,test,True
883189,test,test,True
1654098,test,test,True
9847077,test,test,True
7653449,control,control,False
2482966,control,control,False
3651283,test,test,True
9824704,test,test,True
6113365,test,test,True
1561553,test,test,True
9576687,test,test,True
3679190,control,control,False
283840,test,test,True
6533373,test,test,True
494159,control,control,False
2111405,test,test,True
5316407,control,control,False
8390336,test,test,True
8689349,test,test,True
4262392,control,control,False
35138,test,test,True
7880860,control,control,False
6700649,test,test,True
5222375,test,test,True
9156622,control,control,False
5768111,test,test,True
7126980,test,test,True
4950260,test,test,True
6924555,test,test,True
6264901,test,test,True
5939402,test,test,True
6328652,test,test,True
3385452,test,test,True
1607661,test,test,True
9810326,test,test,True
7302432,control,control,False
3774976,control,control,False
9330958,control,control,False
1185634,control,control,False
6621196,test,test,True
6047402,control,control,False
1305958,control,control,False
6958124,control,control,False
3805116,control,control,False
4963028,test,test,True
6880632,test,test,True
1764983,control,control,False
4996959,control,control,False
1011173,control,control,False
5809163,control,control,False
6169715,test,test,True
7550463,test,test,True
5241101,test,test,True
2711885,test,test,True
6026089,control,control,False
8011247,control,control,False
5678810,control,control,False
6525738,control,control,False
332658,test,test,True
1775032,test,test,True
3486447,control,control,False
4616722,test,test,True
4313597,control,control,False
1137754,control,control,False
7751392,control,control,False
3423813,control,control,False
5103176,control,control,False
2276437,control,control,False
1052899,test,test,True
3685560,test,test,True
4208578,test,test,True
808498,test,test,True
9203317,test,test,True
8024335,test,test,True
6734846,test,test,True
795682,control,control,False
7145303,test,test,True
1901833,test,test,True
8709183,test,test,True
3875272,control,control,False
8466956,test,test,True
1690668,control,control,False
455069,test,test,True
4701679,test,test,True
405451,test,test,True
5062297,test,test,True
2911416,control,control,False
3828662,control,control,False
1461998,control,control,False
1466177,control,control,False
1920557,control,control,False
6115286,test,test,True
5106717,test,test,True
9030261,control,control,False
5903704,test,test,True
8519720,control,control,False
363631,control,control,False
6453414,test,test,True
3389054,control,control,False
5611560,control,control,False
2419159,test,test,True
3307059,test,test,True
1978704,test,test,True
2798000,control,control,False
8019092,control,control,False
7724904,control,control,False
8457919,control,control,False
1520050,control,control,False
7930438,test,test,True
8220559,test,test,True
4565623,control,control,False
6757761,control,control,False
9243184,test,test,True
547156,control,control,False
5300859,test,test,True
8253552,test,test,True
5152075,test,test,True
4199402,control,control,False
5878107,test,test,True
4549029,test,test,True
848241,test,test,True
4404464,control,control,False
9496081,test,test,True
6385658,test,test,True
8864617,control,control,False
7848564,control,control,False
5433735,control,control,False
5987659,test,test,True
2078453,test,test,True
2354616,control,control,False
3807151,test,test,True
186612,control,control,False
2271678,test,test,True
1194823,control,control,False
7613190,test,test,True
8264067,test,test,True
2188628,control,control,False
8388761,test,test,True
7047205,test,test,True
7214464,control,control,False
483783,control,control,False
6244402,test,test,True
2175321,test,test,True
3105736,test,test,True
9605388,control,control,False
7348865,test,test,True
3820374,control,control,False
1600479,test,test,True
7146910,test,test,True
349305,control,control,False
6063396,control,control,False
7222675,test,test,True
1609374,control,control,False
5288246,control,control,False
8950121,test,test,True
21940,control,control,False
1367125,test,test,True
6752957,test,test,True
4652182,control,control,False
1289046,test,test,True
1706287,control,control,False
4777298,test,test,True
2353620,test,test,True
7743934,test,test,True
103515,control,control,False
7820430,control,control,False
6181347,test,test,True
7703886,test,test,True
1905940,control,control,False
1719528,control,control,False
6972711,control,control,False
3491383,test,test,True
8647202,test,test,True
1692913,control,control,False
1321300,control,control,False
8018948,test,test,True
9895543,test,test,True
7125504,test,test,True
6970475,test,test,True
3808373,control,control,False
6602220,test,test,True
1507058,control,control,False
7114749,test,test,True
2873060,test,test,True
2873827,control,control,False
3587475,control,control,False
2621902,test,test,True
2496739,test,test,True
2934436,test,test,True
7221844,test,test,True
196103,control,control,False
6279584,test,test,True
2743993,test,test,True
9552351,control,control,False
608431,control,control,False
5063465,test,test,True
2809364,test,test,True
2182897,test,test,True
829911,test,test,True
8205867,test,test,True
8445363,test,test,True
6681156,test,test,True
2671678,control,control,False
9179657,test,test,True
3729033,test,test,True
3328514,control,control,False
6929927,control,control,False
1264749,test,test,True
6742711,test,test,True
5481931,control,control,False
2491115,test,test,True
6714049,test,test,True
2668062,control,control,False
1298301,control,control,False
6498549,test,test,True
1318165,test,test,True
9171553,control,control,False
8629202,control,control,False
2740285,test,test,True
9417884,test,test,True
9115212,test,test,True
7679817,control,control,False
9693798,control,control,False
9119435,control,control,False
9418880,test,test,True
5572164,control,control,False
5295744,test,test,True
217547,test,test,True
9055966,control,control,False
475350,control,control,False
7617669,test,test,True
2919562,test,test,True
4399065,test,test,True
812775,test,test,True
8101023,control,control,False
2386069,test,test,True
9173581,control,control,False
8106708,control,control,False
8006067,test,test,True
644006,control,control,False
7835044,test,test,True
6965031,test,test,True
5079210,test,test,True
250924,test,test,True
4690278,control,control,False
1674888,test,test,True
6474685,control,control,False
4320138,control,control,False
8445313,test,test,True
6858835,test,test,True
979484,control,control,False
7321228,test,test,True
5672855,control,control,False
7166916,control,control,False
6404613,control,control,False
3833432,control,control,False
9132681,test,test,True
208784,test,test,True
6586594,test,test,True
6429753,test,test,True
6915165,test,test,True
2296131,control,control,False
1330386,test,test,True
2564246,control,control,False
963427,control,control,False
7340969,test,test,True
3172746,test,test,True
765467,test,test,True
3191820,control,control,False
7265828,test,test,True
4080376,test,test,True
8081742,control,control,False
8441692,control,control,False
1770619,test,test,True
4775386,control,control,False
7924466,test,test,True
3460741,control,control,False
7297910,test,test,True
3149064,test,test,True
6845707,control,control,False
9539032,control,control,False
948952,test,test,True
9095014,control,control,False
5231420,test,test,True
440861,test,test,True
7416962,test,test,True
9810735,control,control,False
3389513,test,test,True
4411825,test,test,True
3037662,test,test,True
9145535,test,test,True
5453216,test,test,True
7831891,control,control,False
1109184,control,control,False
5829295,test,test,True
3058849,control,control,False
4686729,control,control,False
2533218,control,control,False
9408108,control,control,False
6637097,test,test,True
1640513,control,control,False
1412035,test,test,True
3906545,test,test,True
211380,test,test,True
2239147,test,test,True
7678937,test,test,True
5042070,test,test,True
5014452,control,control,False
4458772,test,test,True
9436400,control,control,False
5310212,test,test,True
3476918,control,control,False
6087292,test,test,True
8404858,test,test,True
340534,control,control,False
4948825,control,control,False
9642582,test,test,True
9695890,control,control,False
1176370,control,control,False
1659273,test,test,True
9516881,control,control,False
6291626,test,test,True
3562505,control,control,False
1599359,test,test,True
8876452,test,test,True
1541824,test,test,True
6250207,test,test,True
1672987,test,test,True
8059745,test,test,True
1230904,test,test,True
957204,test,test,True
1992563,test,test,True
6257035,control,control,False
3740622,control,control,False
2304905,control,control,False
2036184,control,control,False
9306176,control,control,False
7935625,test,test,True
341647,test,test,True
4663835,control,control,False
3246979,control,control,False
7060578,control,control,False
7979029,test,test,True
3949059,control,control,False
3427205,control,control,False
4826644,control,control,False
6984142,control,control,False
2437021,test,test,True
3003277,control,control,False
5944624,control,control,False
2560230,test,test,True
6328234,test,test,True
1809919,control,control,False
3633484,test,test,True
4489429,control,control,False
647485,control,control,False
6886786,control,control,False
8454368,control,control,False
2671221,control,control,False
2191017,test,test,True
6125000,test,test,True
9854028,test,test,True
1362185,test,test,True
9457142,test,test,True
8530482,test,test,True
3536121,test,test,True
1960766,test,test,True
995709,test,test,True
8314951,test,test,True
9528028,control,control,False
7215328,test,test,True
605076,test,test,True
6384397,control,control,False
9600075,test,test,True
4737538,test,test,True
2719973,test,test,True
